Dataset,method,Experiment,RMSE
1_breast,chain01_datawig,1,0.3210 ± 0.1102
1_breast,chain01_datawig,2,0.2975 ± 0.1086
1_breast,chain01_datawig,3,0.3575 ± 0.1162
1_breast,chain01_datawig,4,0.3233 ± 0.1149
1_breast,chain01_datawig,5,0.2919 ± 0.1294
1_breast,chain01_datawig,6,0.4038 ± 0.1916
1_breast,chain01_datawig,7,0.3383 ± 0.1319
1_breast,chain01_datawig,8,0.3132 ± 0.1311
1_breast,chain01_datawig,9,0.2784 ± 0.1439
1_breast,chain01_datawig,10,0.3728 ± 0.1913
1_breast,chain01_datawig,11,0.3375 ± 0.1255
1_breast,chain01_datawig,12,0.3600 ± 0.1406
1_breast,chain01_datawig,13,0.2785 ± 0.1192
1_breast,chain01_datawig,14,0.3467 ± 0.1273
1_breast,chain01_datawig,15,0.3408 ± 0.1224
1_breast,chain01_datawig,16,0.3679 ± 0.1104
1_breast,chain01_datawig,17,0.3070 ± 0.1195
1_breast,chain01_datawig,18,0.4070 ± 0.1565
1_breast,chain01_datawig,19,0.3396 ± 0.1323
1_breast,chain01_datawig,20,0.3701 ± 0.1043
1_breast,chain01_datawig,21,0.2989 ± 0.1295
1_breast,chain01_datawig,22,0.3549 ± 0.1791
1_breast,chain01_datawig,23,0.3228 ± 0.1270
1_breast,chain01_datawig,24,0.2935 ± 0.1105
1_breast,chain01_datawig,25,0.3358 ± 0.1307
1_breast,chain01_datawig,26,0.3722 ± 0.2025
1_breast,chain01_datawig,27,0.3581 ± 0.1163
1_breast,chain01_datawig,28,0.3087 ± 0.1036
1_breast,chain01_datawig,29,0.3861 ± 0.1836
1_breast,chain01_datawig,30,0.3897 ± 0.1994
