Dataset,method,Experiment,RMSE
29_echocardiogram,chain01_datawig,1,0.2711 ± 0.1525
29_echocardiogram,chain01_datawig,2,0.2622 ± 0.1238
29_echocardiogram,chain01_datawig,3,0.3552 ± 0.1091
29_echocardiogram,chain01_datawig,4,0.2766 ± 0.1420
29_echocardiogram,chain01_datawig,5,0.3636 ± 0.1739
29_echocardiogram,chain01_datawig,6,0.3738 ± 0.2123
29_echocardiogram,chain01_datawig,7,0.3121 ± 0.1295
29_echocardiogram,chain01_datawig,8,0.3953 ± 0.2453
29_echocardiogram,chain01_datawig,9,0.2755 ± 0.1072
29_echocardiogram,chain01_datawig,10,0.3985 ± 0.1621
29_echocardiogram,chain01_datawig,11,0.2658 ± 0.1535
29_echocardiogram,chain01_datawig,12,0.2997 ± 0.1476
29_echocardiogram,chain01_datawig,13,0.3154 ± 0.1169
29_echocardiogram,chain01_datawig,14,0.3189 ± 0.0726
29_echocardiogram,chain01_datawig,15,0.2854 ± 0.0950
29_echocardiogram,chain01_datawig,16,0.4063 ± 0.2160
29_echocardiogram,chain01_datawig,17,0.3147 ± 0.1840
29_echocardiogram,chain01_datawig,18,0.3935 ± 0.1340
29_echocardiogram,chain01_datawig,19,0.3016 ± 0.1040
29_echocardiogram,chain01_datawig,20,0.3258 ± 0.1108
29_echocardiogram,chain01_datawig,21,0.3301 ± 0.1450
29_echocardiogram,chain01_datawig,22,0.2719 ± 0.1132
29_echocardiogram,chain01_datawig,23,0.3466 ± 0.1359
29_echocardiogram,chain01_datawig,24,0.3383 ± 0.1563
29_echocardiogram,chain01_datawig,25,0.3087 ± 0.1615
29_echocardiogram,chain01_datawig,26,0.3108 ± 0.1219
29_echocardiogram,chain01_datawig,27,0.3344 ± 0.1173
29_echocardiogram,chain01_datawig,28,0.3701 ± 0.2364
29_echocardiogram,chain01_datawig,29,0.2875 ± 0.1273
29_echocardiogram,chain01_datawig,30,0.3054 ± 0.1355
