Dataset,method,Experiment,RMSE
14_national,chain01_datawig,1,0.2005 ± 0.1429
14_national,chain01_datawig,2,0.1899 ± 0.1317
14_national,chain01_datawig,3,0.1974 ± 0.1456
14_national,chain01_datawig,4,0.1522 ± 0.1459
14_national,chain01_datawig,5,0.2259 ± 0.1255
14_national,chain01_datawig,6,0.1977 ± 0.1563
14_national,chain01_datawig,7,0.2090 ± 0.1493
14_national,chain01_datawig,8,0.2059 ± 0.1593
14_national,chain01_datawig,9,0.1960 ± 0.1427
14_national,chain01_datawig,10,0.2168 ± 0.1494
14_national,chain01_datawig,11,0.1868 ± 0.1340
14_national,chain01_datawig,12,0.1505 ± 0.1276
14_national,chain01_datawig,13,0.1980 ± 0.1404
14_national,chain01_datawig,14,0.1479 ± 0.1347
14_national,chain01_datawig,15,0.2065 ± 0.1345
14_national,chain01_datawig,16,0.2055 ± 0.1320
14_national,chain01_datawig,17,0.1534 ± 0.1274
14_national,chain01_datawig,18,0.2031 ± 0.1438
14_national,chain01_datawig,19,0.1632 ± 0.1311
14_national,chain01_datawig,20,0.1979 ± 0.1387
14_national,chain01_datawig,21,0.1726 ± 0.1276
14_national,chain01_datawig,22,0.2082 ± 0.1404
14_national,chain01_datawig,23,0.1498 ± 0.1453
14_national,chain01_datawig,24,0.1832 ± 0.1445
14_national,chain01_datawig,25,0.1983 ± 0.1581
14_national,chain01_datawig,26,0.1575 ± 0.1368
14_national,chain01_datawig,27,0.2070 ± 0.1526
14_national,chain01_datawig,28,0.2352 ± 0.1430
14_national,chain01_datawig,29,0.1910 ± 0.1540
14_national,chain01_datawig,30,0.1784 ± 0.1328
