Dataset,method,Experiment,RMSE
8_liver,chain02_datawig,1,0.1908 ± 0.1251
8_liver,chain02_datawig,2,0.2441 ± 0.1268
8_liver,chain02_datawig,3,0.1959 ± 0.1061
8_liver,chain02_datawig,4,0.2315 ± 0.1356
8_liver,chain02_datawig,5,0.2533 ± 0.1603
8_liver,chain02_datawig,6,0.2121 ± 0.1703
8_liver,chain02_datawig,7,0.2636 ± 0.1372
8_liver,chain02_datawig,8,0.2610 ± 0.0810
8_liver,chain02_datawig,9,0.2589 ± 0.1344
8_liver,chain02_datawig,10,0.2012 ± 0.1238
8_liver,chain02_datawig,11,0.2368 ± 0.1331
8_liver,chain02_datawig,12,0.1957 ± 0.1513
8_liver,chain02_datawig,13,0.2789 ± 0.1107
8_liver,chain02_datawig,14,0.2440 ± 0.1261
8_liver,chain02_datawig,15,0.2501 ± 0.1541
8_liver,chain02_datawig,16,0.1962 ± 0.1268
8_liver,chain02_datawig,17,0.1679 ± 0.1174
8_liver,chain02_datawig,18,0.2305 ± 0.1012
8_liver,chain02_datawig,19,0.2196 ± 0.0922
8_liver,chain02_datawig,20,0.2391 ± 0.1403
8_liver,chain02_datawig,21,0.1845 ± 0.1573
8_liver,chain02_datawig,22,0.2761 ± 0.1299
8_liver,chain02_datawig,23,0.1931 ± 0.1265
8_liver,chain02_datawig,24,0.2297 ± 0.1135
8_liver,chain02_datawig,25,0.1981 ± 0.1337
8_liver,chain02_datawig,26,0.2759 ± 0.1933
8_liver,chain02_datawig,27,0.2203 ± 0.1571
8_liver,chain02_datawig,28,0.2432 ± 0.1018
8_liver,chain02_datawig,29,0.2707 ± 0.1076
8_liver,chain02_datawig,30,0.1644 ± 0.1066
