Dataset,method,Experiment,RMSE
29_echocardiogram,chain01_datawig,1,0.2711 ± 0.1525
29_echocardiogram,chain01_datawig,2,0.2622 ± 0.1238
29_echocardiogram,chain01_datawig,3,0.3552 ± 0.1091
29_echocardiogram,chain01_datawig,4,0.2766 ± 0.1420
29_echocardiogram,chain01_datawig,5,0.3636 ± 0.1739
29_echocardiogram,chain01_datawig,6,0.3738 ± 0.2123
29_echocardiogram,chain01_datawig,7,0.3121 ± 0.1295
29_echocardiogram,chain01_datawig,8,0.3953 ± 0.2453
29_echocardiogram,chain01_datawig,9,0.2755 ± 0.1072
29_echocardiogram,chain01_datawig,10,0.3985 ± 0.1621
29_echocardiogram,chain01_datawig,11,0.2658 ± 0.1535
29_echocardiogram,chain01_datawig,12,0.2997 ± 0.1476
29_echocardiogram,chain01_datawig,13,0.3154 ± 0.1169
29_echocardiogram,chain01_datawig,14,0.3189 ± 0.0726
29_echocardiogram,chain01_datawig,15,0.2854 ± 0.0950
29_echocardiogram,chain01_datawig,16,0.4063 ± 0.2160
29_echocardiogram,chain01_datawig,17,0.3147 ± 0.1840
29_echocardiogram,chain01_datawig,18,0.3935 ± 0.1340
29_echocardiogram,chain01_datawig,19,0.3016 ± 0.1040
29_echocardiogram,chain01_datawig,20,0.3258 ± 0.1108
29_echocardiogram,chain01_datawig,21,0.3301 ± 0.1450
29_echocardiogram,chain01_datawig,22,0.2719 ± 0.1132
29_echocardiogram,chain01_datawig,23,0.3466 ± 0.1359
29_echocardiogram,chain01_datawig,24,0.3383 ± 0.1563
29_echocardiogram,chain01_datawig,25,0.3087 ± 0.1615
29_echocardiogram,chain01_datawig,26,0.3108 ± 0.1219
29_echocardiogram,chain01_datawig,27,0.3344 ± 0.1173
29_echocardiogram,chain01_datawig,28,0.3701 ± 0.2364
29_echocardiogram,chain01_datawig,29,0.2875 ± 0.1273
29_echocardiogram,chain01_datawig,30,0.3054 ± 0.1355
29_echocardiogram,chain03_datawig,1,0.2701 ± 0.1421
29_echocardiogram,chain03_datawig,2,0.2606 ± 0.1294
29_echocardiogram,chain03_datawig,3,0.3542 ± 0.1353
29_echocardiogram,chain03_datawig,4,0.2978 ± 0.1557
29_echocardiogram,chain03_datawig,5,0.3182 ± 0.1363
29_echocardiogram,chain03_datawig,6,0.3328 ± 0.1617
29_echocardiogram,chain03_datawig,7,0.3265 ± 0.1096
29_echocardiogram,chain03_datawig,8,0.3571 ± 0.2470
29_echocardiogram,chain03_datawig,9,0.2796 ± 0.1090
29_echocardiogram,chain03_datawig,10,0.4010 ± 0.1981
29_echocardiogram,chain03_datawig,11,0.2784 ± 0.1563
29_echocardiogram,chain03_datawig,12,0.2683 ± 0.1481
29_echocardiogram,chain03_datawig,13,0.3179 ± 0.1608
29_echocardiogram,chain03_datawig,14,0.2944 ± 0.0799
29_echocardiogram,chain03_datawig,15,0.2780 ± 0.1185
29_echocardiogram,chain03_datawig,16,0.3768 ± 0.1822
29_echocardiogram,chain03_datawig,17,0.3241 ± 0.1260
29_echocardiogram,chain03_datawig,18,0.3427 ± 0.1511
29_echocardiogram,chain03_datawig,19,0.2923 ± 0.0876
29_echocardiogram,chain03_datawig,20,0.3303 ± 0.1109
29_echocardiogram,chain03_datawig,21,0.3214 ± 0.1576
29_echocardiogram,chain03_datawig,22,0.2717 ± 0.1143
29_echocardiogram,chain03_datawig,23,0.3222 ± 0.1316
29_echocardiogram,chain03_datawig,24,0.3138 ± 0.1615
29_echocardiogram,chain03_datawig,25,0.2961 ± 0.1659
29_echocardiogram,chain03_datawig,26,0.3328 ± 0.1813
29_echocardiogram,chain03_datawig,27,0.3569 ± 0.1328
29_echocardiogram,chain03_datawig,28,0.3420 ± 0.1551
29_echocardiogram,chain03_datawig,29,0.2590 ± 0.1263
29_echocardiogram,chain03_datawig,30,0.2852 ± 0.1381
29_echocardiogram,up_chain03_datawig,1,0.2888 ± 0.1762
29_echocardiogram,up_chain03_datawig,2,0.2668 ± 0.1632
29_echocardiogram,up_chain03_datawig,3,0.3718 ± 0.1088
29_echocardiogram,up_chain03_datawig,4,0.3184 ± 0.1644
29_echocardiogram,up_chain03_datawig,5,0.3795 ± 0.1927
29_echocardiogram,up_chain03_datawig,6,0.3570 ± 0.1709
29_echocardiogram,up_chain03_datawig,7,0.3326 ± 0.1580
29_echocardiogram,up_chain03_datawig,8,0.4075 ± 0.2437
29_echocardiogram,up_chain03_datawig,9,0.2842 ± 0.1439
29_echocardiogram,up_chain03_datawig,10,0.3978 ± 0.1841
29_echocardiogram,up_chain03_datawig,11,0.2946 ± 0.2091
29_echocardiogram,up_chain03_datawig,12,0.3015 ± 0.1268
29_echocardiogram,up_chain03_datawig,13,0.3186 ± 0.1453
29_echocardiogram,up_chain03_datawig,14,0.2960 ± 0.0866
29_echocardiogram,up_chain03_datawig,15,0.2670 ± 0.1233
29_echocardiogram,up_chain03_datawig,16,0.3721 ± 0.1830
29_echocardiogram,up_chain03_datawig,17,0.2989 ± 0.1848
29_echocardiogram,up_chain03_datawig,18,0.3625 ± 0.1302
29_echocardiogram,up_chain03_datawig,19,0.2925 ± 0.1194
29_echocardiogram,up_chain03_datawig,20,0.3068 ± 0.1305
29_echocardiogram,up_chain03_datawig,21,0.3320 ± 0.1653
29_echocardiogram,up_chain03_datawig,22,0.3598 ± 0.2087
29_echocardiogram,up_chain03_datawig,23,0.3215 ± 0.1626
