Dataset,method,Experiment,RMSE
10_lympho,up_chain03_datawig,1,0.4085 ± 0.1987
10_lympho,up_chain03_datawig,2,0.3968 ± 0.2421
10_lympho,up_chain03_datawig,3,0.3956 ± 0.1571
10_lympho,up_chain03_datawig,4,0.4657 ± 0.2378
10_lympho,up_chain03_datawig,5,0.4165 ± 0.1267
10_lympho,up_chain03_datawig,6,0.4227 ± 0.1290
10_lympho,up_chain03_datawig,7,0.3875 ± 0.1562
10_lympho,up_chain03_datawig,8,0.4120 ± 0.1222
10_lympho,up_chain03_datawig,9,0.4001 ± 0.1331
10_lympho,up_chain03_datawig,10,0.4834 ± 0.2554
10_lympho,up_chain03_datawig,11,0.4860 ± 0.2971
10_lympho,up_chain03_datawig,12,0.4484 ± 0.1934
10_lympho,up_chain03_datawig,13,0.4295 ± 0.1747
10_lympho,up_chain03_datawig,14,0.5150 ± 0.2847
10_lympho,up_chain03_datawig,15,0.4533 ± 0.1814
10_lympho,up_chain03_datawig,16,0.4479 ± 0.2445
10_lympho,up_chain03_datawig,17,0.3802 ± 0.1403
10_lympho,up_chain03_datawig,18,0.5060 ± 0.2107
10_lympho,up_chain03_datawig,19,0.3886 ± 0.1385
10_lympho,up_chain03_datawig,20,0.3693 ± 0.1310
10_lympho,up_chain03_datawig,21,0.3939 ± 0.1372
10_lympho,up_chain03_datawig,22,0.4085 ± 0.2101
10_lympho,up_chain03_datawig,23,0.4099 ± 0.1599
10_lympho,up_chain03_datawig,24,0.5366 ± 0.2869
10_lympho,up_chain03_datawig,25,0.4347 ± 0.0963
10_lympho,up_chain03_datawig,26,0.4320 ± 0.2200
10_lympho,up_chain03_datawig,27,0.4087 ± 0.1437
10_lympho,up_chain03_datawig,28,0.5012 ± 0.2277
10_lympho,up_chain03_datawig,29,0.4866 ± 0.2196
10_lympho,up_chain03_datawig,30,0.4902 ± 0.2369
