Dataset,method,Experiment,RMSE
4_wine,chain03_datawig,1,0.2535 ± 0.0735
4_wine,chain03_datawig,2,0.2754 ± 0.1198
4_wine,chain03_datawig,3,0.2357 ± 0.0818
4_wine,chain03_datawig,4,0.2683 ± 0.1212
4_wine,chain03_datawig,5,0.2600 ± 0.0520
4_wine,chain03_datawig,6,0.2127 ± 0.0527
4_wine,chain03_datawig,7,0.2491 ± 0.0791
4_wine,chain03_datawig,8,0.2629 ± 0.0754
4_wine,chain03_datawig,9,0.2673 ± 0.0877
4_wine,chain03_datawig,10,0.2433 ± 0.0778
4_wine,chain03_datawig,11,0.2774 ± 0.0651
4_wine,chain03_datawig,12,0.2624 ± 0.0625
4_wine,chain03_datawig,13,0.2675 ± 0.0888
4_wine,chain03_datawig,14,0.2955 ± 0.1141
4_wine,chain03_datawig,15,0.2602 ± 0.0689
4_wine,chain03_datawig,16,0.2645 ± 0.0850
4_wine,chain03_datawig,17,0.2597 ± 0.0835
4_wine,chain03_datawig,18,0.2348 ± 0.0718
4_wine,chain03_datawig,19,0.2655 ± 0.0908
4_wine,chain03_datawig,20,0.2801 ± 0.1024
4_wine,chain03_datawig,21,0.2945 ± 0.0656
4_wine,chain03_datawig,22,0.2874 ± 0.0721
4_wine,chain03_datawig,23,0.2632 ± 0.1047
4_wine,chain03_datawig,24,0.2497 ± 0.0868
4_wine,chain03_datawig,25,0.2134 ± 0.1101
4_wine,chain03_datawig,26,0.2483 ± 0.0627
4_wine,chain03_datawig,27,0.2576 ± 0.1190
4_wine,chain03_datawig,28,0.2934 ± 0.0556
4_wine,chain03_datawig,29,0.2650 ± 0.0993
4_wine,chain03_datawig,30,0.2408 ± 0.0688
