Dataset,method,Experiment,RMSE
1_breast,chain03_datawig,1,0.3292 ± 0.0902
1_breast,chain03_datawig,2,0.2901 ± 0.0999
1_breast,chain03_datawig,3,0.3429 ± 0.1223
1_breast,chain03_datawig,4,0.3241 ± 0.1030
1_breast,chain03_datawig,5,0.2818 ± 0.1157
1_breast,chain03_datawig,6,0.3937 ± 0.1823
1_breast,chain03_datawig,7,0.3292 ± 0.1252
1_breast,chain03_datawig,8,0.3124 ± 0.1243
1_breast,chain03_datawig,9,0.2854 ± 0.1249
1_breast,chain03_datawig,10,0.3629 ± 0.1893
1_breast,chain03_datawig,11,0.3399 ± 0.1251
1_breast,chain03_datawig,12,0.3568 ± 0.1249
1_breast,chain03_datawig,13,0.2901 ± 0.1149
1_breast,chain03_datawig,14,0.3506 ± 0.1254
1_breast,chain03_datawig,15,0.3447 ± 0.1133
1_breast,chain03_datawig,16,0.3578 ± 0.1056
1_breast,chain03_datawig,17,0.3124 ± 0.1099
1_breast,chain03_datawig,18,0.4027 ± 0.1582
1_breast,chain03_datawig,19,0.3372 ± 0.1172
1_breast,chain03_datawig,20,0.3662 ± 0.0937
1_breast,chain03_datawig,21,0.2960 ± 0.1142
1_breast,chain03_datawig,22,0.3577 ± 0.1850
1_breast,chain03_datawig,23,0.3161 ± 0.1054
1_breast,chain03_datawig,24,0.2837 ± 0.0998
1_breast,chain03_datawig,25,0.3342 ± 0.1280
1_breast,chain03_datawig,26,0.3730 ± 0.2056
1_breast,chain03_datawig,27,0.3598 ± 0.1070
1_breast,chain03_datawig,28,0.2983 ± 0.0924
1_breast,chain03_datawig,29,0.3925 ± 0.1873
1_breast,chain03_datawig,30,0.3811 ± 0.1864
