Dataset,method,Experiment,RMSE
25_hepatitis,chain03_datawig,1,0.3341 ± 0.1085
25_hepatitis,chain03_datawig,2,0.3581 ± 0.1749
25_hepatitis,chain03_datawig,3,0.3185 ± 0.1583
25_hepatitis,chain03_datawig,4,0.3532 ± 0.1460
25_hepatitis,chain03_datawig,5,0.3556 ± 0.1651
25_hepatitis,chain03_datawig,6,0.3477 ± 0.1512
25_hepatitis,chain03_datawig,7,0.3897 ± 0.1643
25_hepatitis,chain03_datawig,8,0.3658 ± 0.1772
25_hepatitis,chain03_datawig,9,0.3637 ± 0.1235
25_hepatitis,chain03_datawig,10,0.4135 ± 0.1406
25_hepatitis,chain03_datawig,11,0.3724 ± 0.1437
25_hepatitis,chain03_datawig,12,0.4050 ± 0.2667
25_hepatitis,chain03_datawig,13,0.3861 ± 0.1423
25_hepatitis,chain03_datawig,14,0.3818 ± 0.1968
25_hepatitis,chain03_datawig,15,0.3751 ± 0.1810
25_hepatitis,chain03_datawig,16,0.3462 ± 0.1398
25_hepatitis,chain03_datawig,17,0.3689 ± 0.1393
25_hepatitis,chain03_datawig,18,0.3929 ± 0.2081
25_hepatitis,chain03_datawig,19,0.3535 ± 0.1800
25_hepatitis,chain03_datawig,20,0.3701 ± 0.1360
25_hepatitis,chain03_datawig,21,0.3983 ± 0.1868
25_hepatitis,chain03_datawig,22,0.3860 ± 0.1488
25_hepatitis,chain03_datawig,23,0.3620 ± 0.1409
25_hepatitis,chain03_datawig,24,0.3787 ± 0.1370
25_hepatitis,chain03_datawig,25,0.3623 ± 0.1350
25_hepatitis,chain03_datawig,26,0.3900 ± 0.1179
25_hepatitis,chain03_datawig,27,0.3331 ± 0.1681
25_hepatitis,chain03_datawig,28,0.3563 ± 0.1590
25_hepatitis,chain03_datawig,29,0.2828 ± 0.1243
25_hepatitis,chain03_datawig,30,0.3675 ± 0.1302
