Dataset,method,Experiment,RMSE
19_contraceptive,chain03_datawig,1,0.2737 ± 0.0515
19_contraceptive,chain03_datawig,2,0.2650 ± 0.0735
19_contraceptive,chain03_datawig,3,0.2587 ± 0.0701
19_contraceptive,chain03_datawig,4,0.2611 ± 0.0781
19_contraceptive,chain03_datawig,5,0.2714 ± 0.0754
19_contraceptive,chain03_datawig,6,0.2850 ± 0.0607
19_contraceptive,chain03_datawig,7,0.2659 ± 0.0800
19_contraceptive,chain03_datawig,8,0.2775 ± 0.0749
19_contraceptive,chain03_datawig,9,0.2688 ± 0.0730
19_contraceptive,chain03_datawig,10,0.2733 ± 0.0766
19_contraceptive,chain03_datawig,11,0.2648 ± 0.0757
19_contraceptive,chain03_datawig,12,0.2840 ± 0.0921
19_contraceptive,chain03_datawig,13,0.2767 ± 0.0928
19_contraceptive,chain03_datawig,14,0.2728 ± 0.0649
19_contraceptive,chain03_datawig,15,0.2462 ± 0.0888
19_contraceptive,chain03_datawig,16,0.2810 ± 0.0661
19_contraceptive,chain03_datawig,17,0.2818 ± 0.0721
19_contraceptive,chain03_datawig,18,0.2834 ± 0.0650
19_contraceptive,chain03_datawig,19,0.2807 ± 0.0753
19_contraceptive,chain03_datawig,20,0.2539 ± 0.0605
19_contraceptive,chain03_datawig,21,0.2797 ± 0.0618
19_contraceptive,chain03_datawig,22,0.2787 ± 0.0726
19_contraceptive,chain03_datawig,23,0.2751 ± 0.0728
19_contraceptive,chain03_datawig,24,0.2609 ± 0.0872
19_contraceptive,chain03_datawig,25,0.2717 ± 0.0505
19_contraceptive,chain03_datawig,26,0.2718 ± 0.0700
19_contraceptive,chain03_datawig,27,0.2844 ± 0.0749
19_contraceptive,chain03_datawig,28,0.2731 ± 0.0672
19_contraceptive,chain03_datawig,29,0.2751 ± 0.0541
19_contraceptive,chain03_datawig,30,0.2778 ± 0.0744
