Dataset,method,Experiment,RMSE
8_liver,chain03_datawig,1,0.1926 ± 0.1170
8_liver,chain03_datawig,2,0.2353 ± 0.1163
8_liver,chain03_datawig,3,0.1950 ± 0.0993
8_liver,chain03_datawig,4,0.2156 ± 0.1073
8_liver,chain03_datawig,5,0.2325 ± 0.1121
8_liver,chain03_datawig,6,0.2130 ± 0.1470
8_liver,chain03_datawig,7,0.2594 ± 0.1244
8_liver,chain03_datawig,8,0.2542 ± 0.0746
8_liver,chain03_datawig,9,0.2639 ± 0.1184
8_liver,chain03_datawig,10,0.1925 ± 0.1141
8_liver,chain03_datawig,11,0.2361 ± 0.1262
8_liver,chain03_datawig,12,0.1977 ± 0.1471
8_liver,chain03_datawig,13,0.2702 ± 0.1076
8_liver,chain03_datawig,14,0.2361 ± 0.1344
8_liver,chain03_datawig,15,0.2186 ± 0.1165
8_liver,chain03_datawig,16,0.2000 ± 0.1122
8_liver,chain03_datawig,17,0.1686 ± 0.1112
8_liver,chain03_datawig,18,0.2308 ± 0.1023
8_liver,chain03_datawig,19,0.2138 ± 0.0877
8_liver,chain03_datawig,20,0.2285 ± 0.1215
8_liver,chain03_datawig,21,0.1752 ± 0.1349
8_liver,chain03_datawig,22,0.2707 ± 0.1294
8_liver,chain03_datawig,23,0.1899 ± 0.1265
8_liver,chain03_datawig,24,0.2299 ± 0.0969
8_liver,chain03_datawig,25,0.1893 ± 0.1325
8_liver,chain03_datawig,26,0.2450 ± 0.1199
8_liver,chain03_datawig,27,0.2138 ± 0.1486
8_liver,chain03_datawig,28,0.2309 ± 0.1035
8_liver,chain03_datawig,29,0.2694 ± 0.1028
8_liver,chain03_datawig,30,0.1597 ± 0.0940
