Dataset,method,Experiment,RMSE
14_national,up_chain03_datawig,1,0.1935 ± 0.1540
14_national,up_chain03_datawig,2,0.2009 ± 0.1427
14_national,up_chain03_datawig,3,0.2097 ± 0.1726
14_national,up_chain03_datawig,4,0.1557 ± 0.1456
14_national,up_chain03_datawig,5,0.2135 ± 0.1391
14_national,up_chain03_datawig,6,0.2004 ± 0.1656
14_national,up_chain03_datawig,7,0.2192 ± 0.1669
14_national,up_chain03_datawig,8,0.2257 ± 0.1789
14_national,up_chain03_datawig,9,0.2203 ± 0.1686
14_national,up_chain03_datawig,10,0.2250 ± 0.1589
14_national,up_chain03_datawig,11,0.1939 ± 0.1467
14_national,up_chain03_datawig,12,0.1533 ± 0.1279
14_national,up_chain03_datawig,13,0.2062 ± 0.1575
14_national,up_chain03_datawig,14,0.1498 ± 0.1372
14_national,up_chain03_datawig,15,0.2081 ± 0.1397
14_national,up_chain03_datawig,16,0.2086 ± 0.1347
14_national,up_chain03_datawig,17,0.1534 ± 0.1336
14_national,up_chain03_datawig,18,0.2048 ± 0.1454
14_national,up_chain03_datawig,19,0.1598 ± 0.1378
14_national,up_chain03_datawig,20,0.2103 ± 0.1605
14_national,up_chain03_datawig,21,0.1742 ± 0.1257
14_national,up_chain03_datawig,22,0.2121 ± 0.1463
14_national,up_chain03_datawig,23,0.1607 ± 0.1426
14_national,up_chain03_datawig,24,0.1849 ± 0.1487
14_national,up_chain03_datawig,25,0.2107 ± 0.1805
14_national,up_chain03_datawig,26,0.1637 ± 0.1354
14_national,up_chain03_datawig,27,0.2102 ± 0.1568
14_national,up_chain03_datawig,28,0.2279 ± 0.1486
14_national,up_chain03_datawig,29,0.2450 ± 0.2611
14_national,up_chain03_datawig,30,0.1801 ± 0.1359
